genome,Kingdom,Phylum,Class,Order,Family,Genus,Species
GCA_019114565.1,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio intestinigallinarum
GCA_000432135.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-170,CAG-170 sp000432135
GCA_900547725.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,CAG-272,UMGS1865,UMGS1865 sp900547725
GCA_900544405.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,Faecousia sp900544405
GCA_900542445.1,Bacteria,Bacillota_A,Clostridia,Christensenellales,CAG-74,Ventricola,Ventricola sp900542445
GCF_000469345.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Eubacterium_I,Eubacterium_I ramulus
GCA_003447295.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Acetatifactor,Acetatifactor sp003447295
GCA_004000625.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Ruminococcaceae,Gemmiger,Gemmiger qucibialis
GCA_003478935.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,KLE1615,KLE1615 sp900066985
GCA_900539115.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Eubacterium_F,Eubacterium_F sp900539115
GCF_001487165.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Blautia_A,Blautia_A massiliensis
GCF_018918145.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Anaerotignaceae,Metalachnospira,Metalachnospira sp900553995
GCA_934486495.1,Bacteria,Bacillota_A,Clostridia,UBA1381,UBA1381,RGIG9115,RGIG9115 sp934486495
GCA_003490145.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,CAG-95,CAG-95 sp900066375
GCA_934631055.1,Bacteria,Bacillota_A,Clostridia,Christensenellales,CAG-74,Ventricola,Ventricola sp934631055
GCA_900549155.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Acutalibacteraceae,UBA5905,UBA5905 sp900549155
GCA_934589665.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Oscillospiraceae,ER4,ER4 sp934589665
GCA_003516765.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-170,CAG-170 sp003516765
GCA_900546495.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Eubacterium_I,Eubacterium_I sp900546495
GCA_934130975.1,Bacteria,Bacillota_A,Clostridia,TANB77,CAG-508,CAG-269,CAG-269 sp934130975
GCA_934255545.1,Bacteria,Bacillota_A,Clostridia,Peptostreptococcales,Anaerovoracaceae,CAKQOE01,CAKQOE01 sp934255545
GCF_000949455.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Ruminococcaceae,Ruthenibacterium,Ruthenibacterium lactatiformans
GCF_023347535.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Ruminococcaceae,Faecalibacterium,Faecalibacterium sp900539885
GCF_015557635.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Fusicatenibacter,Fusicatenibacter saccharivorans
GCA_003150355.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Oscillospiraceae,Limivicinus,Limivicinus sp003150355
GCA_934169725.1,Bacteria,Bacillota_A,Clostridia,TANB77,CAG-508,CAG-269,CAG-269 sp934169725
GCF_003024675.1,Bacteria,Bacillota,Bacilli,Erysipelotrichales,Coprobacillaceae,Faecalibacillus,Faecalibacillus faecis
GCF_900155365.1,Bacteria,Actinomycetota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella bouchesdurhonensis
GCA_003481005.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Eisenbergiella,Eisenbergiella sp900066775
GCA_900769665.1,Bacteria,Bacillota_A,Clostridia,Christensenellales,CAG-314,Fimimonas,Fimimonas sp900769665
GCA_934454585.1,Bacteria,Bacillota_A,Clostridia,UMGS1810,UMGS1810,RGIG4708,RGIG4708 sp934454585
GCA_900770405.1,Bacteria,Bacillota_A,Clostridia,UBA1381,UBA1381,HGM11525,HGM11525 sp900770405
GCA_934351445.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,W0P33-017,W0P33-017 sp934351445
GCA_900544615.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Oscillospiraceae,Dysosmobacter,Dysosmobacter sp900544615
GCA_934525845.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Ruminococcaceae,Faecalibacterium,Faecalibacterium sp934525845
GCF_000296465.1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Barnesiellaceae,Barnesiella,Barnesiella intestinihominis
GCA_900548145.1,Bacteria,Bacillota_A,Clostridia,Christensenellales,CAG-74,Limiplasma,Limiplasma sp900548145
GCF_014306095.1,Bacteria,Bacillota_A,Clostridia,Peptostreptococcales,Anaerovoracaceae,Lentihominibacter,Lentihominibacter faecis
GCA_934502625.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Ruminococcaceae,Gemmiger,Gemmiger sp934502625
GCA_900542395.1,Bacteria,Bacillota_A,Clostridia,Christensenellales,CAG-74,Ventricola,Ventricola sp900542395
GCF_003473545.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Enterocloster,Enterocloster sp000431375
GCF_003479405.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Eubacterium_G,Eubacterium_G sp000432355
GCA_900548285.1,Bacteria,Bacillota_A,Clostridia,Christensenellales,Borkfalkiaceae,UBA10281,UBA10281 sp900548285
GCA_934636865.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Oscillospiraceae,ER4,ER4 sp934636865
GCA_900549625.1,Bacteria,Bacillota,Bacilli,RF39,UBA660,Ventrenecus,Ventrenecus sp900549625
GCA_934899185.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Pararoseburia,Pararoseburia sp934899185
GCA_934615645.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,Faecousia sp934615645
GCA_905202255.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,CAG-272,CAG-724,CAG-724 sp905202255
GCF_003478505.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Ventrimonas,Ventrimonas sp003478505
GCA_905214155.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-170,CAG-170 sp905214155
GCF_900162825.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,Psychrobacter piechaudii
GCA_934339005.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,CAKRHR01,CAKRHR01 sp934339005
GCA_934317215.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Roseburia,Roseburia sp934317215
GCF_000723465.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Ruminococcaceae,Ruminococcus_D,Ruminococcus_D bicirculans
GCA_900540635.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,Faecousia sp900540635
GCA_900555435.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Ruminococcaceae,Merdivicinus,Merdivicinus sp900555435
GCA_900550615.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Oscillospiraceae,Vescimonas,Vescimonas sp900550615
GCA_900554225.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,CAG-272,UMGS1696,UMGS1696 sp900554225
GCA_934631985.1,Bacteria,Bacillota_A,Clostridia,Christensenellales,CAG-74,Egerieenecus,Egerieenecus sp934631985
GCF_900162815.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,Psychrobacter pasteurii
GCA_934623545.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-170,CAG-170 sp934623545
GCA_934526065.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Ruminococcaceae,RGIG3102,RGIG3102 sp934526065
GCF_020554845.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Blautia_A,Blautia_A faecis
GCA_900551385.1,Bacteria,Bacillota,Bacilli,RFN20,CAG-449,CAG-449,CAG-449 sp900551385
GCA_900760705.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Acetatifactor,Acetatifactor sp900760705
GCA_003478355.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,UBA3402,UBA3402 sp003478355
GCA_900547405.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,Faecousia sp900547405
GCA_934101185.1,Bacteria,Bacillota,Bacilli,RF39,UBA660,JAEDJI01,JAEDJI01 sp934101185
GCA_003112755.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Oscillospiraceae,Lawsonibacter,Lawsonibacter asaccharolyticus
GCA_004553545.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Oscillospiraceae,Dysosmobacter,Dysosmobacter sp004553545
GCA_003477405.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Butyricicoccaceae,Pseudobutyricicoccus,Pseudobutyricicoccus sp003477405
GCA_018223385.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,JAGTTR01,JAGTTR01 sp018223385
GCA_934646005.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-170,CAG-170 sp934646005
GCF_003480315.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Ventrimonas,Ventrimonas sp003480315
GCA_934229725.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus sp934229725
GCF_014290175.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Merdisoma,Merdisoma sp014290175
GCA_902362725.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Merdisoma,Merdisoma sp900066385
GCA_900548125.1,Bacteria,Bacillota_A,Clostridia,Christensenellales,CAG-74,Ventricola,Ventricola sp900548125
GCA_004552305.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Ruminococcaceae,Gemmiger,Gemmiger variabilis_A
GCA_900754285.1,Bacteria,Bacillota_A,Clostridia,TANB77,CAG-508,CAG-269,CAG-269 sp900754285
GCA_934725345.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Acutalibacteraceae,UMGS1491,UMGS1491 sp934725345
GCA_934659475.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Oscillospiraceae,Lawsonibacter,Lawsonibacter sp934659475
GCF_001406815.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Agathobacter,Agathobacter faecis
GCA_934661135.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-170,CAG-170 sp934661135
GCA_900553635.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Merdisoma,Merdisoma sp900553635
GCF_900104635.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Faecalimonas,Faecalimonas phoceensis
GCA_905201285.1,Bacteria,Bacillota_A,Clostridia,Monoglobales,Monoglobaceae,UMGS1820,UMGS1820 sp905201285
GCF_014982855.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Oscillospiraceae,Pseudoflavonifractor_A,Pseudoflavonifractor_A gallinarum
GCA_944387015.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Oscillospiraceae,Dysosmobacter,Dysosmobacter sp944387015
GCA_900544945.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,Faecousia sp900544945
GCA_934277655.1,Bacteria,Bacillota_A,Clostridia,Peptostreptococcales,Anaerovoracaceae,CAG-238,CAG-238 sp934277655
GCA_900555345.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,CAG-272,Avispirillum,Avispirillum sp900555345
GCF_003725955.1,Bacteria,Actinomycetota,Coriobacteriia,Coriobacteriales,Eggerthellaceae,Slackia_A,Slackia_A isoflavoniconvertens
GCA_000436475.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospira,Lachnospira sp000436475
GCA_902767315.1,Bacteria,Bacillota_A,Clostridia,Christensenellales,CAG-74,RUG11247,RUG11247 sp902767315
GCF_003477605.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Eubacterium_F,Eubacterium_F sp003491505
GCA_900553315.1,Bacteria,Bacillota_A,Clostridia,Christensenellales,CAG-74,Egerieenecus,Egerieenecus sp900553315
GCA_900763035.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Acutalibacteraceae,UBA5905,UBA5905 sp900763035
GCA_002349525.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,V9D3004,V9D3004 sp002349525
GCA_900552305.1,Bacteria,Bacillota_A,Clostridia,Monoglobales,Monoglobaceae,UMGS1494,UMGS1494 sp900552305
GCA_902766215.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Oscillospiraceae,RUG11142,RUG11142 sp902766215
GCA_934292805.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Roseburia,Roseburia sp934292805
GCA_900542735.1,Bacteria,Bacillota,Bacilli,RF39,UBA660,Scybalousia,Scybalousia sp900542735
GCF_020687205.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Hominisplanchenecus,Hominisplanchenecus faecis
GCA_900548115.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,CAG-382,UMGS1052,UMGS1052 sp900548115
GCA_003343815.1,Bacteria,Bacillota_B,Peptococcia,Peptococcales,Peptococcaceae,QAKL01,QAKL01 sp003343815
GCF_008831035.1,Bacteria,Actinomycetota,Coriobacteriia,Coriobacteriales,Eggerthellaceae,Ellagibacter,Ellagibacter isourolithinifaciens
GCA_905203015.1,Bacteria,Bacillota_A,Clostridia,Christensenellales,Borkfalkiaceae,UBA7597,UBA7597 sp003448195
GCA_934630555.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-170,CAG-170 sp934630555
GCA_900544475.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Butyricicoccaceae,Agathobaculum,Agathobaculum sp900544475
GCA_900763355.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Butyricicoccaceae,UBA4644,UBA4644 sp900763355
GCF_003460505.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Eubacterium_G,Eubacterium_G sp000435815
GCA_000435975.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Oscillospiraceae,Vescimonas,Vescimonas sp000435975
GCA_934418295.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Mediterraneibacter_A,Mediterraneibacter_A sp934418295
GCA_934636905.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Oscillospiraceae,Dysosmobacter,Dysosmobacter sp934636905
GCA_934716785.1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp934716785
GCF_016907455.1,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Dermabacteraceae,Brachybacterium,Brachybacterium muris
GCA_025146925.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Bacteroides_F,Bacteroides_F pectinophilus
GCA_902363665.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Choladousia,Choladousia sp902363665
GCA_934647165.1,Bacteria,Bacillota_A,Clostridia,Christensenellales,CAG-74,CAKUFA01,CAKUFA01 sp934647165
GCA_019118745.1,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio gallistercoris
GCF_015560805.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Schaedlerella,Schaedlerella glycyrrhizinilytica_A
GCA_001916965.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,COE1,COE1 sp001916965
GCA_900545815.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Oscillospiraceae,Onthomonas,Onthomonas sp900545815
GCA_934418125.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,UBA3282,UBA3282 sp934418125
GCA_900553645.1,Bacteria,Bacillota_A,Clostridia,Christensenellales,CAG-74,Fimadaptatus,Fimadaptatus sp900553645
GCF_000023205.1,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Micrococcaceae,Micrococcus,Micrococcus luteus
GCA_004556155.1,Bacteria,Bacillota_A,Clostridia,Christensenellales,CAG-74,SFMI01,SFMI01 sp004556155
GCA_905202605.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Oscillospiraceae,HGM13006,HGM13006 sp905202605
GCA_900549705.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,Faecousia sp900549705
GCA_025150745.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Eubacterium_G,Eubacterium_G ventriosum
GCA_934256695.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Anaerotignaceae,Neoanaerotignum_A,Neoanaerotignum_A sp934256695
GCA_900767415.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,CAG-272,UBA1740,UBA1740 sp900767415
GCA_934552695.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Anaerotignaceae,CAKTER01,CAKTER01 sp934552695
GCF_000420345.1,Bacteria,Bacillota,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Faecalicoccus,Faecalicoccus pleomorphus
GCA_934667575.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Acutalibacteraceae,RGIG4076,RGIG4076 sp934667575
GCA_900757025.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Anaerotignaceae,HGM11808,HGM11808 sp900757025
GCA_934643765.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-170,CAG-170 sp934643765
GCF_002154895.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus petauri
GCA_934457515.1,Bacteria,Bacillota_A,Clostridia,RGIG6154,RGIG6154,RGIG6154,RGIG6154 sp934457515
GCA_900759005.1,Bacteria,Bacillota_A,Clostridia,Christensenellales,CAG-74,Faecivicinus,Faecivicinus sp900759005
GCA_900770185.1,Bacteria,Bacillota_A,Clostridia,Christensenellales,Borkfalkiaceae,HGM11412,HGM11412 sp900770185
GCF_003461625.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Coprococcus,Coprococcus sp900066115
GCF_900099625.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus lactis
GCA_900546005.1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes_A,Alistipes_A pullicola
GCA_008668455.1,Bacteria,Bacillota_A,Clostridia,UBA1381,UBA1381,RQCD01,RQCD01 sp008668455
GCA_900557275.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Eubacterium_I,Eubacterium_I sp900557275
GCF_900116905.1,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Micrococcaceae,Citricoccus,Citricoccus terreus
GCA_000433735.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Eubacterium_F,Eubacterium_F sp000433735
GCF_016901815.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Ruminococcaceae,Avimicrobium,Avimicrobium caecorum
GCA_905193765.1,Bacteria,Bacillota_A,Clostridia,Peptostreptococcales,Anaerovoracaceae,Lentihominibacter,Lentihominibacter sp905193765
GCA_934457095.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Acutalibacteraceae,UMGS1071,UMGS1071 sp934457095
GCA_905214955.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Limivivens,Limivivens sp905214955
GCA_000432895.1,Bacteria,Bacillota,Bacilli,RFN20,CAG-449,CAG-449,CAG-449 sp000432895
GCA_025146135.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Ruminococcaceae,Anaerotruncus,Anaerotruncus colihominis
GCA_022770625.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Ruminococcaceae,Faecivivens,Faecivivens sp022770625
GCF_015209585.1,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Dermabacteraceae,Brachybacterium,Brachybacterium epidermidis
GCF_000701705.1,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Bilophila,Bilophila wadsworthia
GCA_900552225.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Acutalibacteraceae,UMGS1487,UMGS1487 sp900552225
GCA_943913165.1,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Corynebacterium,Corynebacterium sp943913165
GCA_900546885.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Ruminococcaceae,Ruthenibacterium,Ruthenibacterium merdipullorum
GCA_904424815.1,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,CAG-312,Merdousia,Merdousia sp001917305
GCF_022968825.1,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Kaistella,Kaistella salipaludis
GCF_006546825.1,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces oris
GCF_005280295.1,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Brevibacteriaceae,Brevibacterium,Brevibacterium sp005280295
GCA_944321525.1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Paraprevotella,Paraprevotella sp944321525
GCF_006742205.1,Bacteria,Bacillota,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,Staphylococcus epidermidis
GCF_009738225.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus sp001556435
GCA_000411415.1,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Actinomycetaceae,Pauljensenia,Pauljensenia sp000411415
GCA_900541895.1,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Actinomycetaceae,Pauljensenia,Pauljensenia sp900541895
GCF_009494135.1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella copri_B
GCA_900548535.1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella sp900548535
GCA_002296655.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter sp002296655
GCF_023347235.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Ruminococcaceae,Faecalibacterium,Faecalibacterium prausnitzii_A
GCF_000369625.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter variabilis
GCF_019052365.1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella sp000434975
GCF_002901845.1,Bacteria,Bacillota,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,Staphylococcus hominis
GCA_000434475.1,Bacteria,Bacillota_C,Negativicutes,Veillonellales,Dialisteraceae,Dialister,Dialister sp000434475
GCF_001311175.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus pantheris
GCF_020736705.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,Psychrobacter sanguinis
GCF_002834235.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Acutalibacteraceae,Ruminococcus_E,Ruminococcus_E bromii_B
GCA_934193095.1,Bacteria,Bacillota_C,Negativicutes,Veillonellales,Dialisteraceae,Dialister,Dialister sp934193095
GCA_945863825.1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella sp945863825
GCF_000702905.1,Bacteria,Bacillota_C,Negativicutes,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella jalaludinii
GCF_014145675.1,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Pseudonocardiaceae,Amycolatopsis,Amycolatopsis dendrobii
GCF_000730625.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_B,Pseudomonas_B oryzihabitans
